"code","iso","country","PCR.raw.1961","PCR.raw.1962","PCR.raw.1963","PCR.raw.1964","PCR.raw.1965","PCR.raw.1966","PCR.raw.1967","PCR.raw.1968","PCR.raw.1969","PCR.raw.1970","PCR.raw.1971","PCR.raw.1972","PCR.raw.1973","PCR.raw.1974","PCR.raw.1975","PCR.raw.1976","PCR.raw.1977","PCR.raw.1978","PCR.raw.1979","PCR.raw.1980","PCR.raw.1981","PCR.raw.1982","PCR.raw.1983","PCR.raw.1984","PCR.raw.1985","PCR.raw.1986","PCR.raw.1987","PCR.raw.1988","PCR.raw.1989","PCR.raw.1990","PCR.raw.1991","PCR.raw.1992","PCR.raw.1993","PCR.raw.1994","PCR.raw.1995","PCR.raw.1996","PCR.raw.1997","PCR.raw.1998","PCR.raw.1999","PCR.raw.2000","PCR.raw.2001","PCR.raw.2002","PCR.raw.2003","PCR.raw.2004","PCR.raw.2005","PCR.raw.2006","PCR.raw.2007","PCR.raw.2008","PCR.raw.2009","PCR.raw.2010","PCR.raw.2011","PCR.raw.2012","PCR.raw.2013","PCR.raw.2014","PCR.raw.2015","PCR.raw.2016","PCR.raw.2017","PCR.raw.2018","PCR.raw.2019","PCR.raw.2020","PCR.raw.2021"
694,"SLE","Sierra Leone",3.735,4.0527,4.0854,4.3604,4.4544,4.6262,4.7712,4.3827,4.8849,4.4561,4.4771,4.514,4.5119,4.6439,4.9385,4.9859,5.1092,5.1197,4.4103,4.4451,4.3989,4.534,4.2406,4.4274,3.7944,4.2603,3.9647,4.1021,4.26,4.2763,4.2747,4.0126,4.0433,3.8977,3.5481,3.8273,4.0615,3.5214,2.9428,2.5164,2.4605,2.4624,2.3616,2.3748,2.5946,2.8915,2.666,2.7403,3.2158,3.4042,3.4864,3.9387,3.9199,3.7283,3.1247,3.0561,2.9686,3.0547,2.9999,3.2139,5.0954
702,"SGP","Singapore",5.2733,5.1567,5.4337,5.3528,6.0565,7.7887,7.728,8.6592,8.5085,8.5853,12.6426,11.6255,9.6898,8.8304,9.5645,10.112,10.6114,10.3055,9.7623,9.5708,11.9847,15.1993,14.722,15.662,14.5724,16.3479,20.3992,11.6122,9.2334,7.619,6.2204,5.1223,4.5183,4.4831,5.2792,5.9393,6.5814,7.4155,8.241,9.0844,9.8819,10.795,17.8333,19.1825,21.458,23.9485,20.4585,23.4116,23.9991,25.6675,27.1244,28.4524,31.5605,33.2567,33.5931,32.851,32.9505,34.8503,35.2455,33.3285,32.67
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2093,10.6416,10.2152,10.019,10.8294,9.9798,8.9502,6.8693,10.4145,10.7174,8.1444,12.6521,11.9029,10.4558,9.9188,13.6941,11.6045,9.1056,12.2887,9.7788,11.9717,15.9367,13.1854,16.7244,13.2729,14.655,14.3592,15.8191,15.586
705,"SVN","Slovenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0959,7.8576,10.018,9.7562,9.7188,11.2692,12.119,10.8902,11.0733,10.3449,13.0436,8.8228,12.2175,12.184,10.8282,11.1407,9.9716,9.1232,9.7808,10.1889,9.6526,7.9366,10.7835,10.2466,10.4424,9.2182,9.9326,10.4848,12.1629,11.0573
90,"SLB","Solomon Islands",9.2674,9.3049,9.6193,9.9172,9.7656,9.3717,9.5037,8.5637,9.9775,11.2925,11.5429,11.0519,11.1953,11.3692,11.6693,11.9691,11.8933,12.2392,14.0139,13.8979,15.6348,14.3124,14.0994,16.8335,17.6356,16.8533,11.8757,11.764,11.6511,10.9299,11.8478,12.1801,12.2751,12.3725,14.6496,15.0263,15.6198,15.7797,14.0757,13.5438,11.9252,11.465,10.9546,13.7708,15.3813,15.4154,16.4589,16.4286,14.6695,6.9515,6.8382,6.9807,7.0739,7.111,7.0832,7.0805,6.9891,7.0959,7.1173,7.1212,7.2541
706,"SOM","Somalia",1.2148,1.2008,1.1548,1.1495,1.1813,1.2584,1.3382,1.3014,1.3584,1.4062,1.3211,1.6756,1.1835,1.1566,1.4257,1.4476,1.4814,1.4511,1.4359,1.4862,1.9718,2.1317,1.7611,2.2412,2.4499,2.4975,2.4807,2.6217,2.854,2.4928,1.3937,1.0737,0.9974,1.8221,1.404,1.3877,1.4845,1.0688,1.4181,1.6933,1.8331,1.8573,1.7289,1.5951,1.5933,1.4083,1.2488,1.2619,1.2567,1.6934,1.0415,1.9879,1.7942,1.4226,1.4757,1.0602,1.2026,1.3881,1.2629,1.2139,1.2139
710,"ZAF","South Africa",2.3051,2.38,2.5312,2.1456,2.0862,2.2886,3.8607,2.5477,2.6273,2.8184,3.6618,3.9104,2.5269,4.438,3.8549,3.5705,4.1688,4.3424,3.9064,4.3734,5.6792,4.0155,2.5618,3.1621,3.8656,3.9518,4.2893,4.4084,4.9492,4.058,3.9853,2.0498,3.7708,4.5646,2.8117,4.4018,4.1763,3.6256,3.7681,4.5232,3.8134,4.3376,3.8861,4.0752,4.6275,3.7699,3.5786,5.0802,5.01,4.9092,4.9984,5.2773,5.3522,6.0726,5.0614,4.4037,6.9702,6.2662,5.6152,6.9328,7.4498
410,"KOR","South Korea",11.9403,11.1259,11.5305,13.3134,12.9329,13.8539,12.7164,12.7889,14.4189,14.0778,14.1739,14.369,14.3798,14.9307,16.6683,18.063,17.7521,19.4299,19.0483,13.8894,16.5557,16.7159,17.1747,17.5928,16.8965,16.7541,16.3654,17.7015,17.7915,16.9022,15.7205,16.0996,15.07,15.4332,15.7522,17.1787,17.3589,16.5344,17.2043,17.396,18.1743,16.7358,15.6797,17.2511,16.9152,16.7209,16.1589,17.4492,17.6367,16.2269,16.1814,15.327,16.1059,16.6299,16.2955,16.329,16.0796,16.2976,16.3288,15.4066,16.8218
728,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2479,2.3318,2.8915,2.5102,2.3585,2.3003,2.4071,2.6397,2.7295,2.7114
724,"ESP","Spain",3.1532,3.3002,3.8929,2.7524,3.2343,3.6335,3.5239,4.0363,3.6784,3.6959,4.0382,4.062,4.0658,4.1573,4.5863,4.3754,4.3575,5.2246,4.5966,5.5349,3.9389,5.0164,4.2866,6.4816,5.8832,5.3121,6.6575,6.537,6.0996,6.2468,6.0797,5.4475,5.8112,5.3565,4.1956,7.6712,7.8202,7.8623,6.708,8.5914,8.0801,8.0226,9.2032,8.8968,6.1702,8.0128,9.2287,8.8627,8.326,8.9209,9.8932,6.6629,11.0242,8.0237,8.5537,10.0395,8.2225,11.9202,8.9349,11.6003,11.2162
144,"LKA","Sri Lanka",5.9893,6.6019,5.3473,5.5672,4.8696,4.7581,5.2831,5.7415,5.6751,6.0228,5.8352,5.8981,5.0492,5.6076,5.696,5.4724,5.4496,6.0365,6.7975,6.8191,7.1912,7.4826,7.8093,7.2752,8.4199,8.5946,6.9755,7.2142,7.0489,7.8599,8.5011,8.0382,8.7755,9.6066,9.884,8.6237,9.0443,9.5538,10.0712,10.4617,9.7582,9.6992,10.0921,9.8042,9.4745,10.4948,10.4904,10.7247,10.168,11.26,10.199,10.4112,11.2978,10.1058,11.9757,11.269,8.1671,10.2075,11.2809,11.9392,12.548
275,"PSE","State of Palestine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,"SDN","Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3068,2.0577,2.5602,1.5401,2.5325,2.1299,3.0169,2.4281,2.2447,2.3878
740,"SUR","Suriname",7.9785,8.6321,8.8505,8.6018,10.5751,10.9233,13.0153,12.7234,11.6758,14.0116,12.2136,11.3244,13.1894,12.8993,13.8333,13.6325,15.2111,16.555,17.4253,17.1763,17.666,17.6585,15.3588,16.6177,15.6966,15.1532,12.8906,12.5482,12.5275,9.8879,11.4314,12.7093,10.9684,11.0498,11.0494,11.3063,10.9453,9.5453,9.3261,8.6772,10.1702,10.6605,10.5193,10.0114,10.2415,11.5212,12.117,12.5141,12.4806,12.8371,12.5719,13.3818,13.7132,13.4366,13.0361,13.4962,14.4791,13.7516,13.6883,12.8535,13.6967
752,"SWE","Sweden",4.9163,4.7385,4.8997,6.1682,6.1921,4.9649,6.6643,7.309,5.7811,7.1311,7.7153,7.6109,7.1389,9.4397,7.7041,8.0342,8.0718,8.5817,7.9168,8.0623,8.659,9.0669,8.4176,10.5428,8.9104,9.2083,7.9863,7.8622,9.2252,10.4205,8.2308,6.6296,8.8511,7.3128,7.7563,9.1174,9.3405,8.9124,8.2125,9.3957,8.8144,9.0671,8.8291,9.4078,8.5067,7.304,8.5517,8.8295,9.1866,7.8009,8.4495,9.0859,9.0304,10.2246,10.8634,9.9375,10.884,6.2324,11.1427,10.763,9.3472
756,"CHE","Switzerland",9.2984,10.8922,9.6909,11.0241,9.2506,10.2745,12.4357,11.6857,11.4996,11.1416,12.7302,11.4858,12.2443,12.8058,11.9239,11.9343,10.651,12.7015,13.4327,12.0751,13.1178,14.1865,12.5326,15.1541,13.855,12.9739,12.5397,16.0945,16.7963,15.5698,15.332,15.287,15.4954,13.9588,14.3478,16.2381,15.1189,15.6223,13.2407,15.2717,13.3317,14.4324,12.0601,14.7959,14.1684,13.4743,14.267,14.1506,14.5238,12.9952,14.956,13.8068,12.5132,15.2377,13.4777,11.5314,14.2139,13.4373,13.4845,14.3077,11.2181
760,"SYR","Syria",1.5414,2.3872,2.1635,2.2423,2.1851,1.53,2.129,1.9457,2.3365,1.6797,1.9906,3.0362,1.6142,2.8889,3.0699,3.6419,2.8003,3.4237,2.6176,4.411,3.9621,3.612,3.889,3.0263,3.643,4.2493,3.2259,5.8173,2.6499,4.225,4.3005,5.9387,6.3492,6.3653,6.9043,7.5668,6.4398,7.9648,5.6228,7.0279,7.5102,8.4866,8.0457,8.2046,8.2215,8.6066,6.5509,5.3224,6.8114,5.9454,7.3037,6.6786,5.1415,3.3368,5.1503,3.548,4.0209,3.1306,6.322,5.8178,3.4724
158,"TWN","Taiwan",16.8897,16.5224,15.6028,17.8031,19.0756,19.1872,19.2461,19.9959,18.7341,19.1816,19.1867,19.1622,19.3507,20.3107,19.6354,20.3844,20.4465,18.977,20.0787,19.4748,19.6015,19.5483,19.4875,18.9826,19.5886,18.4246,18.9054,18.9883,17.8564,17.4118,18.307,17.9072,19.0039,17.7795,18.1828,17.5375,17.9346,15.973,17.3532,16.4401,15.3773,16.1158,15.3261,13.9703,12.4324,14.0082,12.2354,12.6585,12.9431,13.7089,15.2747,14.6507,14.0764,14.8169,14.1009,13.7028,15.1964,16.0741,15.0154,15.4469,14.204
762,"TJK","Tajikistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8338,7.7304,7.8126,6.5375,5.9948,7.3312,7.6982,6.8025,7.4713,8.8029,10.6369,11.7957,12.325,11.1528,10.999,10.9786,10.3167,11.6938,12.0232,12.2156,13.1042,13.2632,12.1294,10.8945,10.8978,11.7307,10.414,11.9989,12.414,13.6221
834,"TZA","Tanzania",1.4808,1.5584,1.5665,1.5099,1.582,1.8069,1.7128,1.5581,1.6959,1.528,1.5498,1.6267,1.7571,1.7102,1.9289,2.1256,2.2674,2.1189,2.3343,2.1688,2.1146,2.1921,2.2081,2.333,2.2212,2.3522,2.491,2.257,2.5802,2.4427,2.5739,2.5671,2.4843,2.1889,2.8826,2.9953,2.4954,2.7374,2.6668,2.6165,3.1261,3.8027,2.8753,3.778,3.41,3.2716,3.4936,3.6094,3.2429,4.0074,4.1226,4.4229,4.8102,4.9821,4.8335,4.523,4.7429,4.7075,4.661,4.8757,4.7548
764,"THA","Thailand",3.5104,3.7381,3.9077,3.7132,3.658,4.2499,3.6044,3.8924,4.1264,4.1827,4.2573,3.6113,4.2251,3.9134,4.2522,4.259,4.0042,4.6838,4.2962,4.5311,4.7486,4.596,5.0351,5.204,5.3271,4.8621,4.5322,5.3805,5.4956,4.7804,5.2967,5.3853,5.1016,5.5406,5.8081,6.056,6.0807,5.8725,6.147,6.6489,6.9969,6.9986,7.3882,7.1199,6.924,6.7972,7.4609,7.5605,7.5633,7.893,8.6427,8.8453,8.6795,8.2072,7.3897,7.8884,8.1438,8.6871,8.0777,7.4054,7.737
626,"TLS","Timor-Leste",2.619,2.6309,2.5867,2.4304,2.5013,2.4635,2.7518,2.7017,2.9107,2.6146,2.503,2.683,2.7312,2.82,2.8478,2.898,3.1041,3.025,3.0452,3.0761,2.9447,2.9563,2.9596,3.0542,2.9945,2.9262,2.9029,2.8006,2.7771,3.1286,3.3933,3.0297,3.8216,3.7807,3.4624,3.438,3.0528,2.3169,2.5403,3.0878,2.9232,3.347,3.213,3.0656,3.6139,4.0173,3.3594,4.0314,5.1947,5.1851,3.4385,3.8975,4.1089,4.1843,4.7036,3.8274,3.4927,3.6195,3.3736,3.4519,3.0331
768,"TGO","Togo",0.8697,0.8869,0.9732,1.0163,1.0365,1.141,1.0599,1.0572,1.0539,1.1942,1.2455,1.1459,1.1404,1.0923,1.1617,1.0843,1.0779,1.0809,1.2153,1.246,1.2642,1.2525,1.209,1.3853,1.5425,1.5643,1.6517,1.6883,1.9293,1.8665,1.7462,1.8292,2.0924,2.1455,2.0612,2.5295,2.6863,2.4967,2.4585,2.2588,2.6346,2.682,2.5617,2.6261,2.2303,2.1875,2.243,2.3028,2.4772,2.5377,2.8248,2.8094,2.7284,3.0811,2.8905,3.0278,3.1721,3.3348,3.3015,3.3167,3.3485
776,"TON","Tonga",15.3836,11.1414,12.6212,11.6903,10.9973,12.437,12.536,10.6753,11.9888,9.7882,10.4763,12.7085,10.9971,12.5323,14.275,13.9396,12.9317,10.057,9.9654,12.1267,11.4196,7.0465,7.2595,7.6302,7.2355,8.7943,6.4281,5.1422,5.0944,4.5604,4.3894,4.8031,6.191,5.9016,5.5188,5.6774,6.3137,6.8665,6.8717,7.2835,7.3078,7.3973,7.3613,7.3484,7.3512,8.7557,15.2939,15.1136,14.5151,14.3342,14.2212,13.1506,13.1741,6.6089,8.5933,7.0007,6.9982,6.6865,6.6913,6.6924,6.2034
780,"TTO","Trinidad and Tobago",13.0785,11.6015,12.9042,12.0214,12.9222,12.1996,11.8637,13.1695,13.0427,12.912,11.9941,12.9047,9.785,8.8758,9.2159,10.9496,9.6085,8.008,8.3059,8.0189,7.2001,7.641,8.15,7.2318,7.8939,8.5174,8.4814,8.7038,8.4704,9.4861,8.4593,8.5894,8.0983,8.6,8.3396,8.9262,9.1627,7.9274,8.8291,9.458,8.6141,10.8956,7.4863,6.3581,5.6771,8.6177,8.3141,2.9295,2.6575,2.7012,2.8767,3.0106,2.8082,3.2034,3.167,3.029,3.3273,3.3302,3.327,3.292,3.1521
788,"TUN","Tunisia",1.0037,1.3065,2.05,1.7825,1.6814,1.0868,1.2858,1.407,0.9433,1.4954,2.2737,1.8072,2.161,2.046,2.6007,1.7866,1.8917,1.6864,1.7632,2.5199,2.0127,1.7547,2.2269,1.8932,2.8256,1.9374,2.7319,1.1464,1.9312,3.0487,4.5567,3.2818,3.6055,1.5624,1.4242,5.1156,2.123,3.3126,3.6603,2.2312,1.7755,1.4198,4.4855,3.215,3.8414,3.7425,3.7176,3.336,3.8427,2.7449,3.2086,3.8852,3.3542,3.1555,4.5007,2.9248,2.831,4.4936,3.8268,5.1527,3.2857
792,"TUR","Turkiye",2.861,3.0561,3.479,3.2359,3.143,3.5926,3.6462,3.6127,3.4304,3.4719,4.2094,4.0828,3.3975,3.9033,4.4875,5.0473,4.9065,4.9747,4.8903,5.0314,4.9785,5.7586,5.4389,5.6553,5.5882,6.2505,6.1858,6.7535,5.4153,6.6865,6.6203,6.4491,6.7268,6.1948,6.5503,7.1073,6.9322,7.9204,6.8511,7.8354,7.0092,7.7265,7.4287,7.9796,8.1728,8.4584,7.5106,7.6095,8.3658,8.5725,9.5104,9.1017,9.6633,8.8987,9.7534,9.4787,10.191,9.8315,9.7814,10.1542,9.4619
795,"TKM","Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5583,11.7786,11.0647,10.7857,4.1396,5.8812,7.4951,11.4131,9.6276,9.7186,8.6921,9.1709,10.9607,11.4465,10.6407,7.7899,8.0487,8.663,10.8996,9.1636,6.5749,6.9484,7.4722,7.9763,7.3755,6.7699,6.3533,10.4073,11.1193,9.8523
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,"TUV","Tuvalu",5.2942,5.2981,5.3021,5.351,5.3532,5.3555,4.6933,4.2957,3.7669,3.4714,4.8437,1.7574,1.4991,5.7958,1.9243,1.482,2.3351,6.2859,6.4724,6.1984,6.2843,3.3537,3.5738,3.6134,3.6216,3.4769,2.9469,2.3864,2.5907,2.3817,4.2918,2.803,2.6632,2.294,2.6844,2.685,2.4847,2.6244,2.3191,2.7352,2.7987,3.1148,3.1462,3.0101,3.1454,3.1471,3.0176,2.9668,2.9626,2.8466,2.8689,3.015,3.1486,2.9209,2.9313,2.9372,2.9437,2.9384,4.1058,4.1068,3.6272
800,"UGA","Uganda",2.622,2.3122,2.6337,2.3793,2.4482,2.4684,2.6786,2.7522,3.2051,3.6782,3.419,3.4506,3.2649,3.1162,3.3202,3.0499,2.7895,2.7948,1.9707,1.8105,2.0318,2.0776,2.2858,1.8878,1.9879,1.9133,2.0373,2.2121,2.4047,2.4282,2.4426,2.5113,2.6842,2.6867,2.7883,2.4311,2.4663,2.9158,3.1309,3.0549,3.2518,3.3178,3.3324,3.1473,3.2455,3.176,3.1645,2.9515,3.0108,3.0873,3.2025,3.0367,3.1203,3.2881,3.3809,3.0034,3.2981,3.4895,2.9568,3.95,3.4201
804,"UKR","Ukraine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8743,6.6987,5.2579,5.1015,3.9681,4.9976,3.9763,3.758,3.9524,5.5203,5.4921,4.4105,5.9585,5.8175,5.7153,4.9167,8.1786,7.1753,6.5157,8.781,7.5533,9.6227,9.9614,9.5586,10.4699,10.1392,11.1693,11.6693,10.0595,12.795
784,"ARE","United Arab Emirates",0.8907,0.9633,1.0388,1.1114,0.9987,1.5065,1.5951,1.8857,2.2084,2.0876,2.4272,2.1196,2.1533,2.9546,3.2644,3.4391,3.7299,4.7368,5.4676,5.1066,5.0832,6.6875,6.6083,5.7742,5.4698,4.9459,4.7702,5.9975,7.2542,5.4831,6.3313,7.0938,6.6215,6.0259,6.1764,6.0332,6.5984,6.6241,5.3819,7.954,3.6426,3.5001,3.3805,3.716,3.61,3.5683,3.5442,3.5606,9.5741,9.8001,3.9755,4.5196,4.1793,5.4159,5.9986,5.9915,6.0119,5.8873,6.3808,6.5802,6.2569
826,"GBR","United Kingdom",6.5368,7.5722,7.3132,8.0998,8.5983,8.346,9.1344,8.4459,8.6805,8.7993,9.6989,9.7442,9.9619,10.4356,9.0531,8.7421,10.9334,11.3212,11.6224,12.7076,12.7119,14.4918,13.8402,17.4787,14.9189,16.3772,15.2889,15.0631,16.1199,16.7003,16.958,16.9887,16.6386,17.1558,17.9606,19.5788,18.5635,18.3208,19.5532,19.7103,17.1048,19.7942,19.4723,19.0214,18.9666,17.4593,16.4513,19.8754,18.3282,18.4511,19.2192,16.6092,16.6685,20.0662,20.7883,18.2552,19.6295,17.7429,20.1912,15.4179,17.7444
840,"USA","United States of America",4.5241,4.6045,4.8198,4.6172,5.1878,5.1115,5.5421,5.545,5.3403,5.0333,5.9566,5.9861,6.406,5.5363,6.5248,6.4909,7.1996,7.226,8.187,7.1025,8.5359,8.6291,5.8733,8.0451,8.7858,7.9296,7.6576,6.0441,7.5574,8.2343,7.8012,9.235,7.436,9.829,8.103,9.4524,9.8703,10.0409,9.8751,10.0905,9.9395,9.296,10.1505,11.7979,11.5325,11.1547,12.1358,12.1031,12.8536,12.8599,12.3245,12.0492,13.5463,14.4336,14.1613,16.0245,14.9213,14.8712,13.6829,14.4366,15.0534
858,"URY","Uruguay",1.5425,1.7625,1.5416,2.0036,2.0038,1.7887,1.2845,1.8047,2.1816,2.4592,2.1607,1.8572,2.7061,3.1707,2.9562,3.6833,2.5455,2.8238,3.1521,3.174,3.8908,3.4541,3.3841,3.4056,3.2956,3.2306,3.6661,4.4403,4.836,3.9022,3.5679,4.8281,4.4211,4.4659,5.2608,6.2601,5.7517,5.4521,5.9511,4.6493,4.5063,4.8941,5.8146,7.7653,8.4848,9.3403,9.6442,8.2973,9.0861,12.2868,9.6079,13.7063,12.7338,13.909,13.2468,11.9325,14.8707,7.9853,14.532,12.316,12.6779
860,"UZB","Uzbekistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4194,12.5153,12.0995,12.7415,11.4252,12.524,11.8067,12.757,11.1237,11.9078,12.7589,12.5535,14.2555,15.3205,15.3664,15.9728,16.1791,16.221,16.6512,16.797,17.2817,17.6314,18.144,18.3306,17.5545,16.1787,13.8728,15.8395,16.9565,17.7684
548,"VUT","Vanuatu",7.7575,7.6051,8.5678,9.001,6.4704,7.5172,8.9273,7.6063,8.1595,6.8533,7.5003,4.7774,5.6648,7.8277,7.0085,7.5381,8.8642,9.3001,9.0405,7.385,9.3011,7.7333,8.2078,9.6372,8.2477,8.6303,8.3493,7.3829,5.8747,8.3965,6.1539,6.0261,5.9419,5.8675,6.1143,6.2279,7.7782,8.1951,5.9307,5.2448,5.6322,4.7824,4.7624,5.0466,4.9795,4.9251,4.9566,4.9724,4.9854,7.3494,6.883,6.8795,7.5577,6.4072,5.8668,5.8463,6.8945,6.9047,6.9806,6.9658,6.8362
862,"VEN","Venezuela",1.4031,1.5674,1.5554,1.726,1.8984,1.9198,2.0751,2.0852,2.1547,2.3097,2.2585,2.1264,2.1999,2.3936,2.5771,2.208,2.9181,2.7388,2.8369,2.7881,2.6791,2.74,2.6862,2.7865,3.1559,3.6687,3.744,3.9694,3.8118,3.6166,3.9111,3.8712,3.9059,4.0496,4.2363,4.2194,4.4618,4.4382,4.5364,5.2168,5.4104,4.9844,5.7129,5.9778,5.9963,6.4713,6.46,6.3055,6.1526,6.2598,6.2327,5.8131,6.1987,5.9968,4.8165,4.4379,4.2775,3.7712,3.4851,4.6972,4.662
704,"VNM","Viet Nam",5.3136,5.6925,5.5996,5.6882,5.5501,5.0598,5.3776,4.9433,5.1508,5.779,5.913,6.0414,6.2168,6.171,5.7978,6.5775,6.0464,5.8301,6.6001,6.9045,7.2633,8.1875,8.375,8.8804,9.3053,9.5469,9.3114,10.2366,11.1882,11.2724,11.5285,12.085,12.647,13.0681,14.0886,14.5413,14.7151,15.0809,15.4759,15.2593,14.163,15.3058,15.5468,15.8572,15.5225,15.7123,16.1501,16.7355,16.5849,16.3798,17.1651,18.091,18.2609,18.6136,16.7082,16.1432,16.1218,16.5509,16.0914,15.9192,16.2765
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",3.0387,3.1281,3.2167,3.189,3.2681,2.8886,2.8693,2.7862,2.8242,2.6661,3.0952,2.7999,3.1334,3.0318,3.8207,3.4445,2.9855,2.8316,3.4429,3.3387,3.4979,3.37,2.2791,2.3245,2.1765,3.0371,3.084,3.3919,3.6141,2.9744,2.1282,3.4942,3.0942,2.9409,3.0208,2.7,2.816,3.4195,3.1627,3.1775,3.463,3.0283,3.0284,2.4712,2.7355,3.2878,3.9239,3.4633,3.7385,4.3591,4.1258,4.2758,4.1297,4.0028,3.2127,2.9462,2.8019,2.612,3.2922,3.0783,2.925
894,"ZMB","Zambia",1.0933,1.0701,0.989,1.0926,1.1438,1.247,1.2314,1.1781,1.1991,1.0362,1.4156,1.7682,1.3664,1.5202,1.9618,2.1963,2.1406,1.9415,1.6286,1.6954,1.7245,1.3944,1.6471,1.6936,1.9145,2.0357,1.8017,2.8849,2.6586,1.8243,2.0375,1.2242,2.6436,1.9378,1.53,2.4157,2.0091,1.6322,2.2526,2.1545,1.9884,1.9827,2.5399,2.6883,2.8232,2.9212,2.9316,2.7082,3.3838,4.3167,4.5312,4.5661,4.1829,4.6484,3.965,4.3533,5.062,4.0357,3.607,4.7083,5.1664
716,"ZWE","Zimbabwe",2.597,2.6759,2.2896,2.4465,2.4833,2.7098,3.5576,2.5302,4.0743,3.0197,4.2254,4.8373,2.9117,4.841,4.3584,4.5446,4.2124,4.394,3.6072,4.185,5.6491,4.3068,3.0526,3.7552,6.0835,5.5572,3.7885,5.8925,5.0286,4.6518,4.2985,1.6436,4.2696,4.4575,2.5267,4.0735,3.5022,3.1918,3.4771,3.602,3.6981,2.2097,2.525,4.3,2.5829,3.1377,3.0395,2.1707,2.0507,2.4192,2.1596,2.5623,2.4363,2.1861,1.6188,1.4967,2.3853,2.8258,1.8813,2.6495,3.033
